steam_appid,name,metacritic,steam_achievements,steam_trading_cards,workshop_support,genres,achievements_total,release_date,supported_platforms
1130990,Roman Adventures: Britons. Season 2,,False,False,False,"Adventure, Casual, Simulation, Strategy",,"Nov 28, 2019",['windows']
1130560,RPG NPC Simulator VR,,True,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation, Early Access",7.0,"Feb 25, 2020",['windows']
1130590,Aleesha's Tower,,False,False,False,"Action, Adventure, Indie",,"Sep 3, 2019",['windows']
1129550,edataconsulting VR Office,,False,False,False,"Casual, Free To Play",,"Oct 22, 2019",['windows']
1128690,Plunge,,True,False,False,"Action, Adventure, Indie, Strategy",22.0,"Aug 23, 2019","['windows', 'mac']"
1128770,Use Your Brain!,,True,False,False,"Casual, Indie, Strategy",22.0,"Aug 18, 2019",['windows']
1128180,CROSSNIQ+,,False,False,False,Indie,,"Oct 3, 2019","['windows', 'mac', 'linux']"
1127520,TREE HOUSE : AVOCADO MAYHEM,,False,False,False,"Action, Casual, Indie",,"Aug 14, 2019",['windows']
1127920,Loser Reborn,,True,False,False,"Adventure, Casual, Indie, RPG",9.0,"Sep 13, 2019",['windows']
1127120,R42,,False,False,True,"Indie, Racing",0.0,"Jun 18, 2022",['windows']
1127210,Mystery at Stonyford Bridge,,False,False,False,"Adventure, Free To Play",,"Oct 21, 2019",['windows']
1127250,Deadly Maze: Phase 1,,True,False,False,"Action, Adventure, Casual, Indie, Massively Multiplayer, Strategy",57.0,"Aug 8, 2019","['windows', 'mac']"
1127390,Cute Cute Cuties,,True,False,False,"Casual, Indie",40.0,"Aug 9, 2019",['windows']
1126510,Sad :'),,False,False,False,"Action, Casual, Indie",,"Aug 14, 2019",['windows']
1126710,魔法使いハナビィ Hanaby the Witch,,True,False,False,"Action, Adventure, Casual, Indie",7.0,"Oct 18, 2019","['windows', 'mac']"
1125880,LaserZone,,False,False,False,"Action, Adventure, Casual, Indie",46.0,"Jul 29, 2021",['windows']
1125480,School Years,,True,True,True,"Adventure, Indie, RPG, Simulation",25.0,"Oct 4, 2019",['windows']
1124410,Tokyo Wizard,,True,False,False,"Adventure, Indie, RPG",74.0,"Sep 19, 2019","['windows', 'mac', 'linux']"
1124600,Naau: The Lost Eye,,True,False,False,"Action, Adventure, Indie",18.0,"Apr 29, 2021",['windows']
1124130,Streets of Neotokio,,False,False,False,"Action, Adventure, Indie, RPG, Early Access",,"Dec 23, 2019",['windows']
1123570,FlyCatcher,,False,False,False,"Casual, Free To Play, Indie, Simulation",,"Nov 5, 2019",['windows']
1123850,Red Black Poker,,False,False,False,"Casual, Indie",,"Sep 8, 2019",['windows']
1123310,Super Lobster Run,,False,False,False,"Action, Adventure, Casual, Indie, Racing, Simulation",,"Apr 29, 2020",['windows']
1123340,Run! Bunny 绿绿小先生,,True,False,False,"Action, Adventure, Casual, Indie",6.0,"Aug 10, 2019","['windows', 'mac']"
1123510,Самозванец,,False,False,False,"Adventure, Indie, Simulation",4.0,"Feb 19, 2020",['windows']
1122830,Atomorf,,True,False,False,"Action, Adventure, Casual, Indie",11.0,"Aug 25, 2019",['windows']
1122110,CENTRALIA,,False,False,False,"Adventure, Indie",,"Jul 30, 2019",['windows']
1122210,Guns Craft,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy",,"Jul 30, 2019",['windows']
1121770,Animal war,,False,False,False,"Action, Adventure, Indie",,"Aug 3, 2019",['windows']
1121980,看不见的爱,,False,False,False,"Casual, Free To Play, Indie",,"Aug 5, 2019",['windows']
1121140,Ionia,,False,False,False,"Adventure, Casual, Indie",,"Sep 23, 2021",['windows']
1121190,Hold Your Ground,,False,False,False,"Action, Casual, Free To Play, Early Access",0.0,"Nov 13, 2019",['windows']
1121530,Globesweeper: Hex Puzzler,,True,False,False,"Casual, Indie",30.0,"Nov 15, 2019","['windows', 'linux']"
1120050,Hyacinthus,,False,False,False,"Free To Play, Indie",,"Jul 28, 2019",['windows']
1119760,Rainbow Jigsaw 彩虹拼图,,True,False,False,"Casual, Indie",14.0,"Jul 26, 2019","['windows', 'mac']"
1119800,Brume,,True,False,False,"Adventure, Indie",13.0,"Oct 30, 2019","['windows', 'mac']"
1119830,Flunky Farm,,False,False,False,"Action, Adventure, Indie, Massively Multiplayer",,"Nov 21, 2023",['windows']
1119380,Trump Vs Rocketman,,True,False,False,"Casual, Indie, Strategy",9.0,"Aug 8, 2019",['windows']
1118550,Fury's Sky,,False,False,False,"Action, Indie, Simulation, Early Access",,"Aug 11, 2019",['windows']
1118820,Seraphic Destroyer,,True,False,False,"Action, Indie",3.0,"Nov 26, 2019",['windows']
1118880,Rituals in the Dark,,True,True,False,"Indie, Simulation",7.0,"Nov 20, 2019","['windows', 'mac', 'linux']"
1118410,GLADIUM,,True,False,False,Action,33.0,"Jun 24, 2021",['windows']
1118070,1976 - Back to midway,,True,False,False,"Action, Indie, Simulation",21.0,"Dec 10, 2020",['windows']
1117600,Day of vaccination,,True,False,False,"Action, Adventure, Casual, Indie, RPG",90.0,"Nov 30, 2020",['windows']
1117120,The Cross Horror Game,,False,False,False,"Action, Adventure, Indie",,"Jul 31, 2019",['windows']
1117150,GarbageClassification,,False,False,False,"Action, Casual, Simulation",,"Aug 11, 2019",['windows']
1116590,Full Animal Party,,False,False,False,"Action, Casual, Indie, Early Access",8.0,"Mar 23, 2020",['windows']
1116650,CAPCOM GO! Apollo VR Planetarium,,False,False,False,"Casual, Free To Play, Indie, Simulation",12.0,"Aug 23, 2019",['windows']
1116700,Vermillion Watch: Parisian Pursuit Collector's Edition,,False,False,False,"Adventure, Casual",,"Jul 12, 2019",['windows']
1116790,Sakura Shadow Monsters,,True,False,False,"Action, Adventure, Indie, RPG, Early Access",14.0,"Jul 30, 2023",['windows']
1116490,Lie In My Heart,,True,False,False,"Adventure, Casual, Indie",10.0,"Oct 3, 2019","['windows', 'mac']"
1115960,Struggle,,True,False,False,Massively Multiplayer,38.0,"Oct 3, 2019",['windows']
1115690,"Yes, Your Grace",,True,True,False,"Adventure, RPG, Simulation, Strategy",35.0,"Mar 6, 2020","['windows', 'mac']"
1113390,Handy,,False,False,False,"Action, Indie, Simulation",,"Oct 9, 2019",['windows']
1113000,Persona 4 Golden,87.0,True,True,False,RPG,50.0,"Jun 13, 2020",['windows']
1113060,Magic Farm 3: The Ice Danger,,False,False,False,"Casual, Indie, Strategy",27.0,"Oct 4, 2019",['windows']
1113340,Mr  Joshua Carrot,,False,False,False,Adventure,0.0,"Jan 1, 2020",['windows']
1112360,Blind Spot VR / 盲点 VR,,True,False,False,"Adventure, Indie",42.0,"Feb 5, 2020",['windows']
1111340,Dream Jump Adventure,,True,False,False,"Action, Adventure, Casual, Indie, Strategy",,"Sep 2, 2019",['windows']
1111460,小白兔电商~Bunny e-Shop,,True,False,False,"Adventure, Indie, Simulation",89.0,"Nov 11, 2021",['windows']
1110980,Warden of the Isles,,False,False,False,"Indie, Strategy",21.0,"Feb 14, 2020",['windows']
1111220,Genius! NAZI-GIRL GoePPels-Chan ep3,,False,False,False,"Casual, Indie",,"Aug 8, 2019",['windows']
1110770,"About Love, Hate And The Other Ones 2",,True,False,False,"Casual, Indie",19.0,"May 8, 2020","['windows', 'mac']"
1110380,Fit For a King,,True,False,False,"Adventure, RPG, Simulation",19.0,"Sep 5, 2019",['windows']
1110460,Myoubouh Catcher,,True,False,False,"Action, Adventure, Indie, RPG",19.0,"Jan 7, 2022",['windows']
1109720,DOTORI,,True,False,False,"Action, Indie",46.0,"Mar 28, 2020",['windows']
1109080,Prison Ball: Full Blown,,True,False,False,"Action, Casual, Indie",14.0,"Jul 12, 2019",['windows']
1108380,Highlight,,False,False,False,Indie,,"Jul 14, 2019",['windows']
1108620,Gangsta Woman,,True,False,False,"Adventure, Indie",6.0,"Jul 22, 2019",['windows']
1108190,Victorian Mysteries: The Yellow Room,,False,False,False,"Action, Adventure, Casual, Indie, Strategy",,"Jul 14, 2019",['windows']
1107790,The Complex,62.0,True,False,False,Adventure,20.0,"Mar 31, 2020","['windows', 'mac']"
1107820,Pushy and Pully in Blockland,,True,False,False,"Action, Adventure, Casual, Indie",32.0,"May 4, 2020","['windows', 'mac', 'linux']"
1107210,Jumping Over It With Kang KiYun,,False,False,False,"Action, Indie",,"Jul 17, 2019",['windows']
1107230,The 13th Doll: A Fan Game of The 7th Guest,,True,False,False,"Adventure, Indie",26.0,"Oct 30, 2019","['windows', 'mac', 'linux']"
1106930,Click Commander,,False,False,False,"Indie, Simulation, Strategy, Early Access",,"Oct 22, 2019",['windows']
1106340,Legend Bowl,,True,False,False,"Action, Indie, Simulation, Sports, Strategy",46.0,"Sep 2, 2021",['windows']
1105960,TOGUM,,True,False,False,"Action, Indie, RPG",3.0,"Oct 24, 2022",['windows']
1105970,不死/IMMORTAL,,False,False,False,Free To Play,,"Jul 30, 2019",['windows']
1105530,Light Hunters: Battalion of Darkness,,False,False,False,"Free To Play, Indie, Strategy",,"Nov 14, 2019",['windows']
1105220,Infinity Attackers,,False,False,False,"Action, Adventure",,"Jul 19, 2019",['windows']
1104960,Alien Kingdom,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",29.0,"Jul 26, 2019",['windows']
1104620,The Lost VR,,False,False,False,"Action, Strategy",,"Sep 5, 2019",['windows']
1104170,Cosmo Chaser,,False,False,False,"Action, Indie",,"Jun 29, 2019",['windows']
80350,Blackwell Convergence,,True,True,False,"Adventure, Indie",12.0,"Jan 13, 2012","['windows', 'mac', 'linux']"
80360,Blackwell Deception,73.0,True,True,False,"Adventure, Indie",18.0,"Jan 13, 2012","['windows', 'mac', 'linux']"
73190,Pride of Nations,70.0,False,False,False,"Simulation, Strategy",,"Jun 7, 2011",['windows']
78000,Bejeweled® 3,82.0,True,False,False,"Casual, Strategy",65.0,"Dec 7, 2010","['windows', 'mac']"
72400,Clones,,True,True,False,"Adventure, Indie",64.0,"Nov 18, 2010",['windows']
70420,Chantelise - A Tale of Two Sisters,62.0,False,False,False,"Action, RPG, Indie",,"Jul 29, 2011",['windows']
65500,Aura: Fate of the Ages,63.0,False,False,False,Adventure,,"Oct 4, 2010",['windows']
65730,Take On Helicopters,70.0,False,False,False,Simulation,,"Oct 27, 2011",['windows']
65200,Dive to the Titanic,,False,False,False,Simulation,,"Dec 17, 2010",['windows']
63500,Swords and Soldiers HD,,True,False,False,"Action, Casual, Indie, Strategy",25.0,"Dec 2, 2010","['windows', 'mac']"
63900,Fantasy Wars,67.0,False,False,False,Strategy,,"Aug 6, 2010",['windows']
63940,Men of War: Vietnam,68.0,False,False,False,Strategy,22.0,"Sep 8, 2011",['windows']
63950,IL-2 Sturmovik: Cliffs of Dover,60.0,False,False,False,Simulation,,"Jul 19, 2011",['windows']
60700,Power of Defense,,True,False,False,"Strategy, Indie",26.0,"Aug 4, 2010","['windows', 'mac']"
61510,Age of Wonders II: The Wizard's Throne,86.0,False,False,False,"RPG, Strategy",,"Oct 12, 2010",['windows']
61730,Critter Crunch,,True,False,False,"Action, Casual, Indie",14.0,"Sep 11, 2012","['windows', 'mac']"
57700,Who's That Flying?!,76.0,True,False,False,"Action, Casual, Indie",12.0,"Jan 31, 2011",['windows']
57740,Jagged Alliance - Back in Action,62.0,True,True,False,"RPG, Simulation, Strategy",60.0,"Feb 8, 2012","['windows', 'mac', 'linux']"
50980,Mystery Case Files: Prime Suspects™,,False,False,False,Casual,,"Apr 21, 2010",['windows']
55100,Homefront,70.0,True,False,False,Action,47.0,"Mar 14, 2011",['windows']
50510,Burn Zombie Burn!,72.0,True,False,False,Action,15.0,"Aug 12, 2010",['windows']
49600,Beat Hazard,70.0,True,True,False,"Action, Casual, Indie",63.0,"Apr 15, 2010","['windows', 'mac', 'linux']"
49000,Hotel Dash™ Suite Success™,,False,False,False,Casual,,"May 6, 2010","['windows', 'mac']"
49330,Pirates of Black Cove,56.0,True,False,False,Strategy,44.0,"Aug 2, 2011",['windows']
48700,Mount & Blade: Warband,78.0,True,True,True,"Action, RPG",80.0,"Mar 31, 2010","['windows', 'mac', 'linux']"
47120,Escape From Paradise 2,,False,False,False,Action,,"Jul 8, 2010",['windows']
46000,Bob Came in Pieces,73.0,True,False,False,"Adventure, Indie",81.0,"Jan 22, 2010","['windows', 'mac']"
46250,NecroVisioN: Lost Company,,False,False,False,Action,,"Feb 19, 2010",['windows']
46280,Star Wolves 2,,False,False,False,"RPG, Strategy",,"Mar 2, 2010",['windows']
46410,Avencast: Rise of the Mage,68.0,False,False,False,"Action, Adventure, Indie, RPG",,"Mar 17, 2010",['windows']
46440,Future Wars,,False,False,False,Strategy,,"Jul 15, 2010",['windows']
45300,Wings of Prey,78.0,True,False,False,Simulation,45.0,"Jan 8, 2010",['windows']
45400,Fortix,,True,True,False,Indie,12.0,"Apr 14, 2010","['windows', 'mac']"
43600,Nancy Drew®: Warnings at Waverly Academy,76.0,True,False,False,Adventure,15.0,"Jan 13, 2010",['windows']
42700,Call of Duty®: Black Ops,81.0,True,False,False,Action,68.0,"Nov 9, 2010",['windows']
41014,Serious Sam HD: The Second Encounter,76.0,True,False,True,"Action, Indie",,"Apr 28, 2010",['windows']
40500,Sacraboar,,True,False,False,"Action, Strategy, Indie",51.0,"Nov 6, 2009",['windows']
40800,Super Meat Boy,87.0,True,True,False,Indie,48.0,"Nov 30, 2010","['windows', 'mac', 'linux']"
39210,FINAL FANTASY XIV Online,83.0,False,False,False,"Massively Multiplayer, RPG",,"Feb 18, 2014",['windows']
39391,Freeze Tag Fun Pack #1,,False,False,False,Casual,,"Sep 23, 2009",['windows']
39650,The Guild II,61.0,False,False,False,"Simulation, Strategy",,"Jun 24, 2010",['windows']
39800,Nation Red,,True,True,False,"Action, Indie",145.0,"Sep 3, 2009","['windows', 'mac', 'linux']"
39900,Coniclysm,,False,False,False,Action,,"Mar 26, 2010",['windows']
38700,Toki Tori,80.0,True,False,False,"Casual, Indie",38.0,"Jan 28, 2010","['windows', 'mac', 'linux']"
37800,Quantz,67.0,True,False,False,"Indie, Casual",15.0,"Sep 3, 2009","['windows', 'mac']"
38000,Mahjong Quest Collection,,False,False,False,Casual,,"Aug 24, 2009",['windows']
38210,Roogoo,72.0,False,False,False,Casual,,"Dec 17, 2009",['windows']
38400,Fallout: A Post Nuclear Role Playing Game,89.0,False,False,False,RPG,,"Nov 1, 2015",['windows']
38450,MDK,,False,False,False,Action,,"Sep 17, 2009",['windows']
37600,Windosill,,False,False,False,"Adventure, Casual, Indie",,"Sep 25, 2009","['windows', 'mac']"
34600,Order of War™,69.0,False,False,False,Strategy,,"Sep 17, 2009",['windows']
34630,Massive Assault,77.0,False,False,False,Strategy,,"Nov 4, 2009",['windows']
34920,Razor2: Hidden Skies,61.0,True,False,False,"Action, Casual, Indie",10.0,"Jul 19, 2010",['windows']
33980,Pound of Ground,,True,False,False,Action,26.0,"Nov 5, 2010",['windows']
34030,Total War: NAPOLEON – Definitive Edition,81.0,True,True,False,Strategy,71.0,"Feb 25, 2010","['windows', 'mac']"
33600,Broken Sword 2 - the Smoking Mirror: Remastered (2010),,True,False,False,"Adventure, Casual",27.0,"Dec 2, 2009","['windows', 'mac', 'linux']"
32160,Zombie Bowl-o-Rama,,True,False,False,"Casual, Sports",21.0,"Oct 15, 2009",['windows']
32410,Lucidity™,59.0,True,False,False,Casual,12.0,"Oct 7, 2009",['windows']
32720,F-16 Multirole Fighter,,False,False,False,Simulation,,"Jun 18, 2009",['windows']
32730,F-22 Lightning 3,,False,False,False,Simulation,,"Jun 18, 2009",['windows']
32770,Joint Operations: Combined Arms Gold,,False,False,False,Action,,"Sep 29, 2009",['windows']
31850,Nancy Drew®: Ghost Dogs of Moon Lake,,False,False,False,Adventure,,"Oct 10, 2009",['windows']
31100,Wallace & Gromit’s Grand Adventures,,False,False,False,Adventure,,"Mar 23, 2009",['windows']
25980,Majesty 2,72.0,False,False,False,"Simulation, Strategy",,"Sep 17, 2009",['windows']
24720,SPORE™ Galactic Adventures,70.0,False,False,False,"Action, Simulation",,"Jun 23, 2009",['windows']
24780,SimCity™ 4 Deluxe Edition,,False,False,False,"Simulation, Strategy",,"Jul 20, 2010","['windows', 'mac']"
24400,King Arthur - The Role-playing Wargame,,False,False,False,"RPG, Strategy",,"Nov 24, 2009",['windows']
24460,King Arthur: Fallen Champions,54.0,False,False,False,"RPG, Strategy",,"Sep 16, 2011",['windows']
24640,Trainz: Classic Cabon City,,False,False,False,Simulation,,"Sep 1, 2010",['windows']
23600,Depths of Peril,79.0,False,False,False,"Indie, RPG, Strategy",,"Nov 23, 2010","['windows', 'mac', 'linux']"
23700,Puzzle Kingdoms,,False,False,False,Casual,,"Apr 27, 2009",['windows']
22670,Alien Breed 3: Descent,64.0,True,False,False,Action,13.0,"Nov 17, 2010",['windows']
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,94.0,False,False,False,RPG,,"Jun 16, 2009",['windows']
22350,BRINK,70.0,True,False,False,"Action, Free To Play",43.0,"May 9, 2011",['windows']
21680,Bionic Commando: Rearmed,86.0,False,False,False,Action,,"Jul 28, 2009",['windows']
20920,The Witcher 2: Assassins of Kings Enhanced Edition,88.0,True,True,False,RPG,52.0,"Apr 16, 2012","['windows', 'mac', 'linux']"
20500,Red Faction Guerrilla Steam Edition,82.0,True,True,False,Action,60.0,"Sep 15, 2009",['windows']
18120,Unstoppable Gorg,73.0,True,False,False,"Action, Casual, Indie, Strategy",30.0,"Jan 19, 2012","['windows', 'mac']"
16450,F.E.A.R. 2: Project Origin,79.0,False,False,False,Action,,"Feb 12, 2009",['windows']
15350,Brain Spa,,False,False,False,Casual,,"Oct 10, 2008",['windows']
15400,Harvest: Massive Encounter,,True,False,False,"Strategy, Indie",25.0,"Jan 23, 2009","['windows', 'mac', 'linux']"
15750,Oddworld: Stranger's Wrath HD,,True,False,False,"Action, Adventure, Strategy",36.0,"Dec 20, 2010",['windows']
15800,Planet Busters,,True,False,False,"Indie, Casual",9.0,"Jun 30, 2008",['windows']
15910,Luxor Amun Rising,,False,False,False,Casual,,"Jun 10, 2008",['windows']
13630,Tom Clancy's Ghost Recon® Island Thunder™,82.0,False,False,False,Action,,"Jul 15, 2008",['windows']
12590,Sprint Cars Road to Knoxville,,False,False,False,Racing,,"Jul 29, 2008",['windows']
11190,Sherlock Holmes versus Jack the Ripper,73.0,False,False,False,"Adventure, RPG",,"Dec 23, 2009",['windows']
10100,King's Quest™ Collection,,False,False,False,Adventure,,"Jul 23, 2009",['windows']
10230,Dead Mountaineer's Hotel,,False,False,False,Adventure,,"Oct 28, 2011",['windows']
10500,Total War: EMPIRE – Definitive Edition,90.0,True,True,False,Strategy,30.0,"Mar 4, 2009","['windows', 'mac', 'linux']"
9420,Supreme Commander: Forged Alliance,81.0,False,False,False,Strategy,,"Sep 28, 2011",['windows']
9460,Frontlines™: Fuel of War™,73.0,False,False,False,Action,,"Feb 29, 2008",['windows']
9850,Codename: Panzers - Cold War,,False,False,False,"Simulation, Strategy",,"May 6, 2009",['windows']
9980,The UnderGarden,67.0,False,False,False,Casual,,"Nov 10, 2010",['windows']
9060,HeXen II,,False,False,False,Action,,"Aug 3, 2007",['windows']
8500,EVE Online,88.0,False,True,False,"Action, Massively Multiplayer, RPG, Strategy, Free To Play",,"Dec 15, 2010","['windows', 'mac']"
6370,Bloodline Champions,79.0,False,False,False,"Action, Free To Play, Massively Multiplayer",,"Oct 28, 2011",['windows']
4530,Full Spectrum Warrior: Ten Hammers,70.0,False,False,False,"Action, Strategy",,"Jul 17, 2007",['windows']
4100,Poker Superstars II,,False,False,False,"Casual, Strategy, Indie",,"Oct 5, 2006",['windows']
4420,Silverfall,62.0,False,False,False,RPG,,"Mar 20, 2007",['windows']
3483,Peggle Extreme,,False,False,False,"Casual, Free To Play",,"Sep 11, 2007",['windows']
3620,Zuma's Revenge!,78.0,True,False,False,"Action, Casual",14.0,"Sep 15, 2009",['windows']
2910,Fleet Command,,False,False,False,Strategy,,"Oct 26, 2006",['windows']
3310,Chuzzle Deluxe,,False,False,False,Casual,,"Aug 30, 2006","['windows', 'mac']"
2600,Vampire: The Masquerade - Bloodlines,80.0,False,False,False,Action,,"Mar 22, 2007",['windows']
40,Deathmatch Classic,,False,False,False,Action,,"Jun 1, 2001","['windows', 'mac', 'linux']"
760580,INSPACE 2980,,True,False,False,"Action, Adventure, Indie",24.0,"Oct 11, 2018","['windows', 'mac']"
760640,Tennis Elbow 4,,True,False,False,"Indie, Simulation, Sports, Early Access",64.0,"Jun 4, 2021","['windows', 'mac']"
760650,Hammerting,64.0,False,True,False,"Adventure, Indie, RPG, Simulation, Strategy",16.0,"Nov 16, 2021",['windows']
759830,Gamma Blast,,True,False,False,"Action, Indie",23.0,"Dec 7, 2018","['windows', 'linux']"
759980,MIMIC,,True,False,False,"Action, Adventure, Casual, Simulation, Sports, Strategy, Early Access",17.0,"Dec 28, 2017",['windows']
758500,Loot Box Quest,,True,False,False,Casual,15.0,"Dec 13, 2017",['windows']
758570,TOMORROW DON'T COME - Puzzling Depression,,True,False,False,"Adventure, Casual, Indie",22.0,"Mar 5, 2018",['windows']
758930,Captain Forever Trilogy,,False,False,False,"Action, Strategy",,"May 22, 2018",['windows']
758070,Kill the Superweapon,,True,False,False,"Action, Indie",10.0,"Mar 5, 2018","['windows', 'mac']"
757480,Broken Reality,,False,False,False,"Adventure, Indie",,"Nov 29, 2018",['windows']
757870,Australian trip,,True,False,False,"Action, Adventure, Casual, Indie",9.0,"Dec 19, 2017","['windows', 'linux']"
757910,Away,,True,False,False,"Adventure, Casual, Indie",1.0,"Oct 31, 2018","['windows', 'mac', 'linux']"
757240,Aimtastic,,False,False,True,"Action, Indie, Free To Play",3.0,"Jan 28, 2018",['windows']
757380,Ship Ahoy Open BETA,,False,False,False,"Action, Casual, Free To Play, Indie, Massively Multiplayer, Simulation",,"Jan 16, 2018",['windows']
757450,Samurai of Hyuga Book 3,,True,False,False,"Adventure, Indie, RPG",49.0,"Dec 1, 2017","['windows', 'mac', 'linux']"
756890,Alive Hunter,,True,False,False,"Action, Indie",13.0,"Nov 20, 2019",['windows']
756590,Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,,True,False,False,RPG,50.0,"Mar 27, 2018",['windows']
755340,Shawy Adventures,,True,False,False,"Action, Adventure, Indie",20.0,"Jun 13, 2019","['windows', 'mac', 'linux']"
754230,Defense Warfare,,True,False,False,"Action, Indie, Strategy",16.0,"Jan 18, 2018",['windows']
754310,Deadly Cryptids,,False,False,False,"Action, Indie, Free To Play",,"Apr 11, 2018",['windows']
754410,鉄道運転士 Railroad operator,,False,False,False,"Casual, Simulation",14.0,"Mar 8, 2018",['windows']
754480,Dummy!,,True,False,True,"Casual, Indie",4.0,"Dec 20, 2018",['windows']
753960,Jida Chronicle Chaos frontier VR,,False,False,False,"Action, Adventure, Indie, RPG",1.0,"Dec 28, 2017",['windows']
753660,AtmaSphere,,True,False,False,"Action, Adventure, Casual, Indie",107.0,"Feb 2, 2018",['windows']
753420,Dungreed,,True,True,True,"Action, Indie",24.0,"Feb 14, 2018","['windows', 'mac', 'linux']"
752700,Abscond,,True,False,False,"Action, Casual, Indie",11.0,"Dec 8, 2017","['windows', 'mac', 'linux']"
751940,Flight of the Athena,,False,False,False,"Action, Indie",9.0,"Oct 26, 2021",['windows']
751970,Plox Neon,,True,False,False,"Action, Casual, Indie, Strategy",12.0,"Dec 19, 2017","['windows', 'mac']"
751590,Dinosaurs A Prehistoric Adventure,,False,False,False,"Action, Adventure, Indie, RPG, Free To Play",,"Dec 17, 2017",['windows']
751260,Astrohazard Solutions Ltd.,,True,False,False,"Action, Adventure, Indie",16.0,"Dec 11, 2017",['windows']
751350,Deadly Contact,,False,False,False,"Action, Casual, Indie, Free To Play",32.0,"Dec 22, 2017",['windows']
750170,Diesel Railcar Simulator,,False,False,True,"Indie, Simulation, Early Access",,"Mar 5, 2018",['windows']
750240,Ascending Madness,,False,False,False,"Action, Indie",6.0,"Aug 30, 2019",['windows']
750350,Google Spotlight Stories: Piggy,,False,False,False,"Adventure, Free To Play",,"Jun 6, 2018",['windows']
749550,Lawnmower Game 2: Drifter,,False,False,False,"Casual, Indie, Racing",,"Dec 6, 2017",['windows']
749000,Final Cut: Homage Collector's Edition,,False,False,False,"Adventure, Casual",,"Dec 11, 2017",['windows']
749200,Offensive Dimensions,,False,False,False,"Action, Indie, Early Access",42.0,"Nov 24, 2017",['windows']
749290,VEHICLES FURY,,False,False,False,,16.0,"Dec 19, 2017",['windows']
749340,Chocolate makes you happy,,True,False,False,"Adventure, Casual, Indie, Simulation, Strategy",154.0,"Nov 22, 2017",['windows']
748660,Tom's Mansion,,False,False,False,"Action, Simulation",,"Dec 6, 2017",['windows']
748020,TERRACOTTA,,True,False,False,"Adventure, Indie",33.0,"Nov 14, 2022",['windows']
748430,Cube Color,,True,False,False,"Action, Indie, Sports",3.0,"Nov 22, 2017",['windows']
747610,Zula Global,,False,False,False,"Action, Massively Multiplayer, Free To Play",56.0,"Jan 12, 2018",['windows']
747810,Flow Handcrafted,,True,False,False,"Casual, Indie, Simulation, Strategy",272.0,"Nov 22, 2017","['windows', 'mac']"
746680,Bounce Rescue!,,True,False,False,"Adventure, Indie",20.0,"Feb 1, 2018","['windows', 'mac', 'linux']"
746900,A song in the void,,True,False,False,"Action, Adventure, Indie",23.0,"Mar 15, 2019",['windows']
745740,Reflex,,True,True,False,"Action, Casual, Indie",1502.0,"Nov 23, 2017",['windows']
746100,Yet Another Hentai Puzzle,,True,False,False,"Casual, Indie, Strategy",91.0,"Apr 24, 2024","['windows', 'mac', 'linux']"
745280,まぜっこタワー,,True,False,False,"Indie, RPG",10.0,"Feb 14, 2018",['windows']
745510,Fidget Spinner In Space,,True,False,False,"Adventure, Casual, Indie",18.0,"Nov 14, 2017",['windows']
745620,Soul Survival VR,,False,False,False,"Action, Indie",,"Dec 8, 2017",['windows']
745130,Rage Room,,True,False,False,Action,32.0,"Dec 25, 2017",['windows']
744720,The Silence Outside,,False,False,False,"Action, Adventure, Indie, RPG, Simulation, Early Access",,"Nov 27, 2017",['windows']
744760,Epic Royal,,False,False,False,"Violent, Gore, Action, Indie, Massively Multiplayer, Early Access",,"Nov 23, 2017",['windows']
743460,VR火灾逃生应急演练(VR fire emergency simulation system),,False,False,False,"Action, Casual, RPG, Simulation",,"Dec 6, 2017",['windows']
742630,Wonky Ship,,True,False,False,"Action, Casual, Free To Play",12.0,"Nov 20, 2017","['windows', 'mac']"
742480,The Big Journey,,True,False,False,"Adventure, Casual, Indie",31.0,"Apr 20, 2018","['windows', 'mac']"
742500,Nonogram - Master's Legacy,,True,False,True,"Casual, Free To Play, Indie, Strategy",6.0,"Nov 8, 2018",['windows']
742510,Psikodelya,,True,False,False,"Casual, Indie",16.0,"Aug 7, 2019",['windows']
741820,Prey: Typhon Hunter,75.0,True,False,False,Action,10.0,"Dec 11, 2018",['windows']
741360,VR Hybrid War 2117 - VR 混合战争 2117,,False,False,False,Action,,"Nov 10, 2017",['windows']
741010,BALL GAME,,False,False,False,"Adventure, Casual, Indie, Simulation, Sports, Strategy",0.0,"Nov 10, 2017",['windows']
739890,Dogstar,,True,False,False,"Action, Casual, Indie",21.0,"Dec 12, 2017",['windows']
740130,Tales of Arise,84.0,True,True,False,"Action, RPG",58.0,"Sep 9, 2021",['windows']
740270,MusicWave,,True,False,False,"Action, Casual, Free To Play, Indie, Early Access",6.0,"May 1, 2020",['windows']
740290,Irony Of Nightmare,,True,False,False,"Indie, Early Access",7.0,"Dec 12, 2017",['windows']
739190,AntVentor,,True,True,False,"Adventure, Casual, Indie",13.0,"May 17, 2018","['windows', 'mac']"
738350,Dream Pets VR,,False,False,False,"Casual, Simulation, Early Access",,"Nov 1, 2017",['windows']
